id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24469,Fortezza/City Centre Modern Apt 2+2,99178,Benedetta And Lorenzo,,Centro Storico,43.7821,11.24392,Entire home/apt,70,2,1,2019-09-27,0.04,4,353,0,
24470,Fortezza/City Centre Modern Apt 2+1,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,70,2,3,2010-10-22,0.10,4,49,0,
24471,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,135,2,0,,,4,49,0,
24472,Fortezza/City Centre Modern Apt 4+2,99178,Benedetta And Lorenzo,,Centro Storico,43.78202,11.24399,Entire home/apt,120,2,2,2012-04-11,0.02,4,363,0,
31840,A Residenza Martin  Classic room,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,67,1,119,2019-12-20,1.15,26,351,0,
32120,Welcome at Corte Verde in Florence,99235,Lucia,,Gavinana Galluzzo,43.76352,11.27726,Entire home/apt,75,1,15,2018-06-19,0.24,1,89,0,
32180,Charming Gem - Oltrarno City centre,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,89,3,20,2020-03-31,0.48,2,241,0,
32395,your room in florence,140170,Fabio,,Centro Storico,43.76268,11.24149,Hotel room,70,1,523,2021-09-22,4.55,5,351,11,
39115,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,55,2,50,2017-04-22,0.63,11,325,2,
39165,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,70,2,15,2014-07-11,0.49,11,327,1,
39822,Apartment Santa Monaca,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,75,4,25,2019-06-24,0.35,4,79,0,
42997,Pinzochere 2DX Studio,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,107,3,2,2012-06-21,0.03,136,0,0,048017LTN4061
43365,Pinzochere 2SX by Santa Croce,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,158,3,1,2011-10-14,0.01,136,0,0,048017LTN4277
43369,Pinzochere Mansarda at SANTA CROCE,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,142,3,7,2017-10-08,0.12,136,0,0,048017LTN4271
44781,Stylish Terrace on Boboli Gardens,33210,Rocco,,Centro Storico,43.76418,11.24618,Entire home/apt,120,3,301,2021-10-02,2.90,1,218,20,
45606,MATTEO Apart. Florence Centre,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,56,4,407,2019-10-16,3.95,3,335,4,
46520,A Residenza Martin:  Superior room,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,73,1,92,2019-12-14,0.80,26,351,5,
46523,A Residenza Martin:  Single room,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,40,1,207,2021-09-08,2.04,26,332,7,
46524,A Residenza Martin:  Deluxe room,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,67,1,76,2019-12-19,2.42,26,356,11,
47498,Leonardo House,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,57,1,488,2021-08-31,4.83,3,352,4,
48372,Central Single Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,49,2,4,2015-08-02,0.06,11,245,0,
52543,FILIPPO Apartm. FLORENCE CENTER,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,58,5,191,2019-10-05,1.69,3,334,0,
52545,LETIZIA FLORENCE CENTER Apartm.,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,65,5,203,2019-10-17,1.77,3,309,1,
57542,love Florence?love Florentin house,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,80,3,105,2021-09-18,0.92,13,333,2,
57572,Camera Verde B&B Leonardo da Vinci,274227,Carla,,Campo di Marte,43.78244,11.26419,Private room,48,2,153,2020-01-01,1.47,3,258,0,
57644,Terrazzino Apartment,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,90,3,74,2021-09-14,1.12,5,193,5,
57767,Toscanella Apartment,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,168,2,78,2019-12-04,0.64,5,279,0,
57859,"Bright flat,Terrace central Firenze",274074,Elly,,Centro Storico,43.77652,11.25588,Entire home/apt,90,3,154,2021-09-29,1.67,13,232,6,
60838,Home Sweet Home away from home 753 Square Feet,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,86,3,83,2018-06-20,0.95,1,266,0,
61209,B&B Leonardo da Vinci Double Room,274227,Carla,,Campo di Marte,43.78209,11.26469,Private room,42,2,444,2020-04-16,3.66,3,261,0,
64023,Loft style historical Central,96905,Elisabetta And Claudia,,Centro Storico,43.77089,11.25966,Entire home/apt,60,3,153,2021-08-29,1.35,3,251,2,
66045,ARTISTI bright and comfortable apartment,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,62,3,96,2017-10-15,0.90,4,262,0,
66324,"Le Tre Stanze Bedrooms,Junior Suite",324794,Steiner,,Centro Storico,43.77149,11.2594,Private room,120,2,27,2013-07-01,0.22,3,292,0,
66353,AGNOLO gorgeous and colorful flat,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,95,3,23,2020-01-01,0.25,4,339,0,
66598,Santa Croce wonderful and cozy apartment,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,85,14,130,2017-06-27,1.06,4,167,0,
66903,apartment in the center of Florence,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,75,3,9,2017-04-14,0.22,1,304,0,
67725,Central Triple Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,85,2,4,2021-10-01,0.05,11,329,1,
68273,Regal Apartment in 16th Century Florentine Palazzo,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,40,2021-06-30,0.60,1,18,6,
68530,Lovely Flat in Old Town Florence,340421,Franco,,Centro Storico,43.77646,11.25244,Entire home/apt,84,3,72,2021-10-09,0.96,1,0,6,
70885,Central Double Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,55,2,21,2017-04-21,0.42,11,318,1,
71605,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,70,2,15,2016-09-18,0.20,11,329,0,
73345,Luxury Apartment near Duomo,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,80,2,101,2021-10-09,1.52,5,311,17,
73739,Your apartment in the Heart of City,385786,Dante,,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,60,3,36,2021-09-12,0.33,1,301,2,
74682,Large Studio in Ognissanti Palace,386165,Gian,,Centro Storico,43.77306,11.24341,Entire home/apt,45,1,837,2021-09-23,7.09,1,0,34,
75803,B&B Borgo Ponte all'Asse,403066,Paola,,Gavinana Galluzzo,43.74384,11.21331,Private room,90,2,8,2015-09-05,0.13,2,233,0,
77570,Duomo Flat Amazing view in Florence,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,140,2,532,2021-10-15,5.54,1,241,52,
80692,Alfani Suite by GALLERIA ACCADEMIA,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,161,3,3,2017-05-21,0.04,136,0,0,048017LTN3740
80693,Alfani Terrace 2b near the Duomo,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,139,3,10,2017-12-20,0.37,136,12,0,048017LTN3741
80694,Alfani 2b VIEW OF DUOMO,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,178,3,21,2019-09-15,0.54,136,0,0,048017LTN3742
81606,MAGDA: - close to the DUOMO-SPECIAL APRIL-MAY,434231,Magda,,Centro Storico,43.7736,11.25881,Entire home/apt,140,5,5,2017-06-27,0.08,6,291,0,
81897,"OYSTER: lovely for 2, QUIET, by the DUOMO",434231,Magda,,Centro Storico,43.77488,11.25966,Entire home/apt,146,3,1,2019-09-16,0.04,6,292,0,
82478,"MASSIMO: A CHARMING  LOFT for TWO, BY THE DUOMO",434231,Magda,,Centro Storico,43.77551,11.25912,Entire home/apt,146,3,4,2017-05-13,0.06,6,159,0,
82496,ARIANNA: a lovely apartment for 4 by the Duomo,434231,Magda,,Centro Storico,43.7755,11.25826,Entire home/apt,110,3,0,,,6,288,0,
82626,Florence Central Twin Shared Bathroom,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,55,2,17,2016-06-20,0.22,11,242,0,
83045,Classy & big penthouse + cooking,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,320,4,183,2021-08-27,1.72,1,258,3,
84726,Boboli Garden S. Spirito Center,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,69,4,98,2017-08-31,0.80,4,49,0,
84829,APT. with terrace at the Cathedral,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,105,4,90,2021-10-17,0.72,1,331,9,
86503,ALLEGRI: A LOFT WITH A GARDEN  IN ST. CROCE,434231,Magda,,Centro Storico,43.76968,11.26292,Entire home/apt,100,3,1,2020-02-18,0.05,6,87,0,
87404,Hotel Il Bargellino highest ratings,478796,Giuseppe,,Centro Storico,43.77892,11.25135,Private room,75,1,27,2019-04-14,0.94,3,355,12,
89856,Private terrace Live like a local in St Croce ⭐️,488317,Diana,,Centro Storico,43.76801,11.26212,Entire home/apt,139,2,103,2020-01-29,0.99,36,284,12,048017LTN3278
90557,Magic Florence,490856,Maya,,Campo di Marte,43.77017,11.27702,Entire home/apt,60,1,44,2019-11-07,0.62,1,353,1,
94913,Central room with private bathroom,506219,Elisabetta E Giovanni,,Centro Storico,43.76971,11.24542,Private room,39,2,347,2021-08-23,2.97,2,307,12,
95222,HARMONY and HOSPITALITY - B & B,507281,Fiorella,,Rifredi,43.79451,11.21863,Private room,69,2,2,2013-09-14,0.04,2,322,0,
96355,B&B heart of Florence- Uffizi,511621,Elona,,Centro Storico,43.76889,11.25636,Hotel room,110,1,122,2020-01-24,1.08,2,358,0,
99764,Michelangelo Guesthouse,525133,Niccolò,,Gavinana Galluzzo,43.76366,11.27202,Private room,129,2,0,,,1,365,0,
103905,Pandolfini 1b close to Duomo,4156491,Apartments Florence,,Centro Storico,43.77089,11.2606,Entire home/apt,140,3,3,2011-06-08,0.05,136,0,0,
105652,Quiet haven in San Lorenzo area,5033794,Artan,,Centro Storico,43.77598,11.2548,Entire home/apt,156,60,412,2020-02-28,3.26,5,0,0,
106407,Ghibellina 4B by MICHELANGELO'S HOUSE,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,359,3,36,2019-10-09,0.59,136,107,0,048017LTN4274
109302,Camera in centro a Firenze,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,65,2,99,2017-07-14,0.86,1,363,0,
113063,Il Bargello Bed & Breakfast,575824,Gabriella,,Centro Storico,43.77179,11.25879,Private room,73,1,0,,,2,362,0,
122324,"Villa with great view over Florence, pool, Wi-Fi",613199,Lorenzo,,Campo di Marte,43.80924,11.27349,Entire home/apt,531,4,18,2019-08-09,0.16,2,251,0,048017LTN4431
124134,Florence Flat Great Quality/Price,616226,Christina,,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,65,3,200,2019-12-31,2.23,2,348,0,
128095,Station-Center Sun room-TreGigliBB,633736,Fernanda,,Centro Storico,43.77412,11.24568,Private room,63,2,149,2018-05-11,1.36,2,342,0,
128907,Il Podesta Apartment in Florence,636702,Massimiliano Lepri,,Gavinana Galluzzo,43.74913,11.23474,Entire home/apt,60,2,178,2019-09-29,1.57,1,301,0,
129927,Studio Ricasoli overlooking Duomo,640338,Bettina,,Centro Storico,43.77472,11.25594,Entire home/apt,79,4,95,2021-10-03,0.93,1,348,5,
131202,B&B Santa Croce in the heart of Florence,645845,Massimo,,Centro Storico,43.76636,11.25821,Private room,79,2,336,2018-11-04,2.77,4,262,0,
132955,Il MelogranoFelice center Florence,653025,Olivia,,Centro Storico,43.7619,11.24016,Private room,36,2,43,2018-07-29,0.37,1,122,0,
133411,Florence Central Double Private Bathroom,167739,Lorenzo,,Centro Storico,43.77533,11.25254,Private room,70,2,8,2015-09-26,5.22,11,327,1,
136906,Double room private bathroom near Florence center,669835,Laura,,Rifredi,43.78956,11.2443,Private room,55,1,7,2011-09-20,0.09,4,292,0,
136910,VVMONO - ROOM in the HEART of FLR,669847,Alberto,,Centro Storico,43.77111,11.24893,Entire home/apt,41,4,52,2019-09-27,0.65,2,346,0,
138936,"Loft in SMN,be happy&enjoy Firenze!",525814,Isabella,,Centro Storico,43.7756,11.24529,Private room,51,2,102,2018-05-21,0.92,1,3,0,
141661,"""Grande Pepi"" - Luxury in the heart of Florence!",688861,Massimo,,Centro Storico,43.77255,11.26408,Entire home/apt,164,2,28,2021-10-07,0.28,3,315,3,
142389,Pinzochere 1DX near Santa Croce,4156491,Apartments Florence,,Centro Storico,43.76958,11.26351,Entire home/apt,147,3,1,2012-04-14,0.01,136,1,0,048017LTN4060
142416,Rosa Studio near SANTA CROCE,4156491,Apartments Florence,,Centro Storico,43.7702,11.26215,Entire home/apt,176,3,11,2019-04-25,0.27,136,0,0,
142420,"Laura Loft , view of Duomo",4156491,Apartments Florence,,Centro Storico,43.77577,11.26377,Entire home/apt,173,3,2,2012-08-05,0.02,136,0,0,
146586,"double room, possible extra bed Florence",669835,Laura,,Rifredi,43.78957,11.24286,Private room,55,1,4,2011-09-18,0.07,4,292,0,
146732,EXPLORING ART RETREAT,709145,Marco,,Centro Storico,43.7622,11.2431,Entire home/apt,61,2,11,2019-09-22,0.22,1,0,0,
147220,S.Antonino 360° Views 5 Minutes from Duomo,4156491,Apartments Florence,,Centro Storico,43.77569,11.25229,Entire home/apt,547,3,65,2021-08-07,0.84,136,292,1,048017LTN3439
150675,The smallest hostel of Florence - Moonshine Avenue,725879,Nadja Maria,,Centro Storico,43.77522,11.25454,Private room,55,1,673,2021-09-12,5.82,14,22,42,
151758,"Florence bright red, extra bed",669835,Laura,,Rifredi,43.79119,11.24345,Shared room,48,1,11,2013-06-01,0.13,4,292,0,
152738,Tony's Rental rooms,734784,Antonio,,Centro Storico,43.76577,11.24632,Private room,49,1,0,,,5,245,0,
154902,Huge private room,745107,Gigi,,Centro Storico,43.78009,11.24325,Private room,23,1,66,2016-09-29,0.68,3,357,0,
160310,Romantic Hideaway Near Central Rail Station,768323,Paolo,,Centro Storico,43.77521,11.24534,Entire home/apt,56,1,219,2021-10-18,2.31,4,344,15,
160352,Love Nest Near Central Rail Station,768323,Paolo,,Centro Storico,43.77586,11.2443,Entire home/apt,51,1,267,2021-10-01,2.36,4,327,19,
160366,Historic Apartment near Central Station,768323,Paolo,,Centro Storico,43.77427,11.24729,Entire home/apt,56,1,546,2021-10-15,4.75,4,0,36,
160399,"Ponte Vecchio Apartment, Private & Cosy",768323,Paolo,,Centro Storico,43.76584,11.2544,Entire home/apt,51,1,398,2021-09-17,4.00,4,321,39,
167190,Double economy near the center,669835,Laura,,Rifredi,43.79136,11.24504,Shared room,48,1,3,2011-12-31,0.02,4,292,0,
168970,Pinzochere PT by Santa Croce,4156491,Apartments Florence,,Centro Storico,43.76958,11.26351,Entire home/apt,168,3,1,2012-05-21,0.01,136,44,0,048017LTN4278
174420,Florence Historycal centre -Tuscany,833421,Valentina,,Centro Storico,43.77225,11.24849,Entire home/apt,42,5,100,2019-07-01,0.89,1,357,4,
175290,Bilocale affitto,838022,Maura,,Rifredi,43.79584,11.23991,Entire home/apt,48,7,0,,,1,293,0,
182820,Pergola 2b by Duomo,4156491,Apartments Florence,,Centro Storico,43.77387,11.26177,Entire home/apt,218,3,0,,,136,0,0,
182984,"Central, quiet near the Old Bridge",877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,80,4,9,2020-03-31,0.10,1,214,1,
189586,Florence Gioberti Suite.,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,110,4,39,2019-07-01,0.41,2,339,5,
191323,LOFT PANDO S.CROCE FLORENCE CENTER,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,110,4,72,2019-06-30,0.70,2,135,0,
193675,romantic apt in San Frediano,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,75,2,70,2021-08-11,0.59,1,310,11,
197711,"Apartment in the Old Town of Florence,near Dome!",294068,Cheti,,Centro Storico,43.77249,11.26121,Entire home/apt,75,2,69,2021-10-16,1.84,1,356,10,
198623,Clean and chip rooms in Florence!!,969697,Mariella,,Campo di Marte,43.7887,11.27338,Private room,59,1,1,2018-08-21,0.03,1,152,0,
201931,"LOVELY,GARDEN,3MINS TO CENTER VIATRAMVIA",988127,Sara,,Rifredi,43.78413,11.25303,Entire home/apt,76,1,46,2019-10-22,0.42,1,317,1,
203083,Fabulous!,995502,Paola,,Centro Storico,43.77649,11.25401,Entire home/apt,194,2,193,2020-01-03,2.16,2,343,0,
205228,B&B FORTEZZA FIORENTINA DOUBLE ROOM,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,54,2,9,2012-05-15,0.08,6,244,0,
206127,Relax in a quite terrance in the heart of Florence,1013874,Claudia&Francesco,,Centro Storico,43.77902,11.25281,Entire home/apt,62,2,192,2021-09-05,1.91,1,107,8,
208903,At Brancaleone's  - Nice & Central!,1029005,Paola,,Gavinana Galluzzo,43.76069,11.27395,Private room,30,4,54,2018-07-22,0.54,2,261,0,
209855,OLTRARNO: LOVELY ROOM UNDER A ROOF,1034151,Marta,,Isolotto Legnaia,43.77168,11.24029,Private room,100,2,52,2015-06-04,0.45,2,365,0,
210094,beautiful studio in the city center,1035711,Barbara,,Centro Storico,43.76786,11.25178,Entire home/apt,61,1,50,2019-10-10,0.42,2,58,0,
224562,Stella apartment at the Duomo,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,90,3,87,2019-05-15,0.77,1,247,2,
224669,CORTE D'ARNOLFO AMBRA APARTMENT,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,65,2,24,2019-10-15,0.80,3,246,2,
227059,room in the middle of the central,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,33,1,321,2021-10-06,3.56,2,66,32,
230853,A Room with a View/Camera Con Vista,1206885,Mariam,,Campo di Marte,43.77388,11.2844,Private room,44,2,421,2021-08-05,3.70,1,333,13,
238351,In Centre of Florence! A/c and wifi,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,80,7,46,2021-10-11,0.47,1,88,3,
240985,Room & private b with splendid view,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,54,3,335,2020-02-13,2.92,1,168,0,
244610,CENTRAL STUDIO best  location,1269265,Lorenzo,,Centro Storico,43.77109,11.25798,Entire home/apt,64,2,12,2019-06-14,0.11,3,0,0,
248623,"TIG ""The ancient Fiesolana"" - Sun Light & Silence",1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,93,2,78,2019-10-30,0.89,1,140,0,048017LTN3181
249512,B&B Cimabue 9,1224280,Enrico,,Campo di Marte,43.76736,11.27223,Entire home/apt,550,1,3,2017-09-24,0.06,2,179,0,
250470,"AL PARCO DELLA MUSICA,Wi-Fi,parking",1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,76,3,102,2021-08-25,0.98,1,339,11,
251811,Ellen house soul space in the city,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,100,3,152,2019-10-03,1.43,13,327,0,
253492,Pitti Flat - The heart of Florence,1125260,Massimiliano,,Centro Storico,43.76669,11.25029,Entire home/apt,55,2,339,2019-11-04,3.26,53,0,0,
255154,Serena's Charming 2 Bedroom Apt,1340797,Bitte,,Campo di Marte,43.77007,11.28095,Entire home/apt,76,2,181,2019-07-30,1.98,2,321,1,
261285,"loft CONTIRENT centrale, A/C wifi",1369058,Lorenzo,,Gavinana Galluzzo,43.76101,11.27991,Entire home/apt,43,3,295,2019-09-13,2.60,8,356,15,
261609,Affittacamere Benedetta Doppia,1372403,Donatella,,Centro Storico,43.77455,11.23997,Private room,83,2,9,2019-09-27,0.08,3,0,0,
264971,A CASA MIA,1390015,Antonella,,Campo di Marte,43.77212,11.30547,Private room,200,30,80,2015-06-30,0.69,1,233,0,
270205,Borgo Pinti  in center of Florence,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,45,4,167,2021-09-21,1.45,2,77,3,048017LTN1842
271153,Cozy Florence studio with WIFI,264805,Luca And Friends,,Campo di Marte,43.78202,11.32323,Entire home/apt,29,2,281,2020-01-11,2.42,1,357,19,
273691,"The smallest hostel of Florence, Nemoland",725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,58,1,636,2020-10-20,6.21,14,66,26,
274546,Romantic terrace near Ponte Vecchio,1435670,Stefano,,Centro Storico,43.76667,11.25133,Entire home/apt,75,3,59,2019-09-27,1.11,1,292,0,
279009,Florence Studio Flat with Terrace,45991,Elena,,Centro Storico,43.77326,11.24596,Entire home/apt,50,3,247,2019-09-09,2.70,1,352,8,
279656,San nicolino house the quite street,274074,Elly,,Centro Storico,43.76509,11.25991,Entire home/apt,90,3,35,2019-07-14,0.31,13,361,2,
281491,Dome View Apartment in Florence,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,52,2,48,2019-06-22,0.60,5,114,0,
282294,Loft DAVID mq.30 in Florence,1468173,Roberto,,Centro Storico,43.77438,11.2567,Entire home/apt,45,3,7,2015-05-25,0.06,5,0,0,
282604,DANTE Apartment mq.85,1468173,Roberto,,Centro Storico,43.77438,11.2567,Entire home/apt,94,2,36,2018-10-21,0.31,5,0,0,
287673,Attic Loft in the heart of Florence with terrace,1496262,Daniela,,Centro Storico,43.78242,11.25282,Entire home/apt,79,2,70,2019-12-25,0.62,3,354,0,
288459,Amazing loft in the downtown,1496262,Daniela,,Centro Storico,43.78015,11.25743,Entire home/apt,100,2,0,,,3,363,0,
296113,Studio Flat in the Historic Center,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,135,2,201,2020-08-09,1.75,4,0,0,
297891,Studio P.zza del Carmine2 S.Spirito,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,47,4,25,2012-06-01,0.43,4,294,0,
298143,Firenze Rentals Mini Corso 12,1184644,Samuel & Paolo For Firenze Rentals®,,Centro Storico,43.77203,11.25575,Entire home/apt,99,1,406,2021-09-23,3.97,8,345,19,
302200,The Black Sheep B&B,1556666,Federico,,Centro Storico,43.77538,11.24744,Private room,38,2,2,2012-06-15,0.02,1,354,0,
313598,"Florence City Centre, apartment",1612351,William,,Centro Storico,43.77388,11.24524,Entire home/apt,92,3,8,2014-05-06,0.11,2,117,0,
316854,Beautiful appartment in XV Villa on Via degli Dei,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,73,3,115,2021-10-09,1.27,3,211,8,
316984,Florence Centrally Located Loft,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,98,2,19,2019-06-16,0.24,11,299,0,
321323,Art Apartment San Felice,1645859,David,,Gavinana Galluzzo,43.75257,11.24481,Entire home/apt,91,2,204,2019-10-22,1.91,30,0,1,
323655,San Niccolò alle mura di Forte Belvedere,1650543,Sandra,,Centro Storico,43.76424,11.26129,Entire home/apt,67,2,75,2020-01-07,0.65,1,108,0,
332488,Luxury Apartment near Duomo WiFi,1286344,Mario,,Centro Storico,43.7786,11.25842,Entire home/apt,210,4,12,2018-10-06,0.41,2,365,0,
336259,Oro 2 bdr with Terrace on Ponte Vecchio,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,150,3,101,2019-06-07,1.17,5,233,0,
336260,"Terrace Ponte Vecchio, amazing view!!",1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,146,3,101,2021-10-11,1.12,5,174,10,
338683,The Hayloft at “ La Federiga”,1720289,Isabella,,Isolotto Legnaia,43.77102,11.21135,Entire home/apt,60,3,19,2017-07-24,0.21,1,0,0,
339138,Charming singleroom XIX century apt,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,3,20,2019-06-03,0.23,1,89,0,
341907,Nice Quiet in the Heart of Florence,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,79,2,230,2020-01-23,2.01,1,0,0,
343773,"Affascinante loft con patio, sospeso tra storia e modernità.
""Little Patio""",1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,97,2,358,2021-10-09,3.30,1,252,21,
345815,Apartment with garden and view,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,150,3,1,2016-06-11,0.02,1,0,0,
346237,Appartamento Uva,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,132,3,17,2019-10-13,0.65,5,321,5,
346238,Appartamento Arance,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,97,3,21,2019-09-23,0.39,5,341,2,
346239,Appartamento Fichi,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,110,3,27,2021-08-26,0.43,5,344,4,
347062,Residenza Oltrarno Guest House,1759485,Filippo,,Isolotto Legnaia,43.77217,11.23438,Entire home/apt,219,1,12,2018-04-12,0.14,1,192,0,
347076,"""La Gare"", in the Heart of Florence",1759526,Andrea,,Centro Storico,43.77661,11.25102,Entire home/apt,119,3,59,2019-06-11,0.51,5,297,0,
347729,LUXURY APARTMENT IN FLORENCE,731736,Felice,,Rifredi,43.80396,11.23783,Entire home/apt,290,5,83,2016-07-28,0.73,1,365,0,
348183,Sprone 2b next to PONTE VECCHIO,4156491,Apartments Florence,,Centro Storico,43.76764,11.25023,Entire home/apt,173,3,3,2012-06-23,0.03,136,72,0,
351439,Palazzo Bardi XV Century,1780007,Roberta & Stefano,,Centro Storico,43.76779,11.25987,Entire home/apt,105,3,142,2021-10-08,1.79,3,292,4,
354097,"Lodges le Mura 'Palazzo Vecchio' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,125,2,124,2017-10-04,1.11,6,356,0,
354112,"Amazing apartment with sunny terrace, WIFI, AC",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,150,2,61,2016-09-24,0.59,6,358,0,
359054,"Newly rennovated apartment with terrace, WIFI, AC",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,100,2,92,2019-06-04,0.82,6,355,0,
359058,"Fantastic apartment, Dome view, WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,135,2,51,2019-07-06,0.45,6,357,1,
364977,RAFFAELLO BY THE DUOMO - BUFALINI APARTMENTS,1843248,Cinzia,,Centro Storico,43.77368,11.25843,Entire home/apt,80,2,29,2018-11-04,0.26,13,360,1,
364978,MICHELANGELO BY THE DUOMO - BUFALINI APARTMENTS,1843248,Cinzia,,Centro Storico,43.77368,11.25843,Entire home/apt,90,3,15,2021-10-09,0.23,13,357,2,
367374,"Lodges le Mura 'Ponte Vecchio' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,140,3,77,2019-10-08,0.68,6,361,0,
367427,"Lodges le Mura 'Uffizi' WIFI, AC, TERRACE",1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,125,2,67,2019-09-13,0.59,6,362,0,
367487,Cozy Stay in the heart of Florence,1854501,Nadim,,Centro Storico,43.76856,11.26299,Entire home/apt,46,1125,39,2021-08-16,0.96,1,0,8,
