id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18074852,Lungarno Apartment,42198040,Matteo,,Isolotto Legnaia,43.77384,11.23174,Entire home/apt,61,3,82,2019-10-28,1.56,1,261,0,
18074962,B&B Il Mercato Centrale Orange room,123249843,B&B Il Mercato Centrale,,Centro Storico,43.77587,11.25274,Hotel room,53,1,13,2019-01-15,0.47,7,359,6,
18075326,B&B Il Mercato Centrale Yellow room,123249843,B&B Il Mercato Centrale,,Centro Storico,43.77553,11.25304,Hotel room,58,1,10,2017-04-15,0.29,7,360,4,
18076324,Window to the Duomo • Unique artist studio,2772732,Dani,,Centro Storico,43.77408,11.25435,Entire home/apt,95,2,326,2020-10-25,6.01,2,0,4,
18080516,"Apartment Il Cestello degli Angeli, Florence",123990805,Silvia,,Centro Storico,43.76997,11.24281,Entire home/apt,220,2,102,2021-10-11,1.86,2,237,10,
18080992,TRIPOLI HOUSE - CITY CENTER,1125260,Massimiliano,,Centro Storico,43.7674,11.26467,Entire home/apt,110,2,141,2021-08-24,2.61,53,39,13,
18083931,Camera Privata e indipendente,26096661,Anita,,Centro Storico,43.77391,11.24366,Private room,40,3,96,2021-09-20,1.78,2,132,8,
18086058,San Niccolo Elegance 1B,4156491,Apartments Florence,,Centro Storico,43.76441,11.26103,Entire home/apt,149,3,0,,,136,0,0,
18086478,Double room Jacopino,82075094,Franco,,Centro Storico,43.78379,11.23855,Private room,48,2,66,2019-07-30,1.20,2,175,0,
18090230,Villa Afrodite E in Firenze,20933780,Luca,,Campo di Marte,43.774502,11.319748,Entire home/apt,84,2,0,,,37,251,0,
18097277,*San Lorenzo Five Senses - city center/Duomo,42661141,Antonella Maria Baga,,Centro Storico,43.77476,11.25228,Entire home/apt,277,2,85,2021-09-05,1.64,4,92,4,048017LTI2473
18104020,Ghibellina Bella Vista Apartment,23904874,Edoardo E Michela,,Centro Storico,43.76922,11.2667,Entire home/apt,69,1,36,2018-07-25,0.66,179,0,0,
18104058,Monolocale Smart a un passo da Ponte Vecchio,124699247,Martina,,Centro Storico,43.76621,11.25055,Entire home/apt,50,2,15,2019-09-15,0.56,1,0,0,
18107382,Santo Spirito Penthouse,5228552,Stefano,,Centro Storico,43.7675,11.24672,Entire home/apt,84,2,163,2021-10-05,3.01,25,324,14,
18118563,Casa della Ciri - Le Rose,74285140,Letizia,,Gavinana Galluzzo,43.75154,11.2957,Entire home/apt,55,1,89,2019-10-16,1.95,2,292,0,
18119176,"Beautiful apartment near ""David"" Accademia Gallery",12693731,Fabio & Mirko,,Centro Storico,43.78059,11.2589,Entire home/apt,59,1,363,2021-08-28,6.64,3,339,12,
18127569,Appartamento Convivio in Firenze,20933780,Luca,,Centro Storico,43.771553,11.254888,Entire home/apt,295,2,0,,,37,216,0,
18148305,Veracini apartment - nuovissima villetta,5922972,Milco,,Centro Storico,43.78762,11.23089,Entire home/apt,95,1,5,2017-10-16,0.10,4,195,1,
18151121,Giuseppe Suite,1125260,Massimiliano,,Centro Storico,43.7692,11.26482,Entire home/apt,57,2,108,2019-10-12,2.02,53,0,0,
18153149,Shared Florentine Home - In Central Area,22109199,Giuseppe,,Campo di Marte,43.77066,11.2749,Private room,89,3,1,2017-06-15,0.02,2,365,0,
18156522,La Casina di San Zanobi Florence center,89324050,Edoardo,,Centro Storico,43.78071,11.25469,Entire home/apt,39,2,229,2021-06-10,4.18,1,19,26,
18156766,Leoni Appartament,125212552,Jacopo,,Centro Storico,43.76785,11.25611,Entire home/apt,90,2,10,2019-02-19,0.19,1,107,0,
18160028,100 METRES FROM DUOMO TORNABUONI BOUTIQUE,196998644,Giovanni,,Centro Storico,43.77334,11.25166,Entire home/apt,185,1,107,2021-09-28,2.87,3,32,23,
18168653,Fonderia Loft,124692230,Maria Bernardetta,,Isolotto Legnaia,43.77185,11.23791,Entire home/apt,52,2,27,2017-08-09,0.53,1,0,0,
18169026,Soggiorno Luciani - Matrimoniale con bagno esterno,108822998,Olga,,Gavinana Galluzzo,43.76227,11.28952,Private room,35,2,13,2019-04-24,0.24,4,74,2,
18176190,Giglio Villani 1b near PALAZZO PITTI,4156491,Apartments Florence,,Centro Storico,43.76681,11.24009,Entire home/apt,165,3,0,,,136,24,0,048017LTN3369
18179104,Stefano's House - Private single Room,120964382,Stefano,,Isolotto Legnaia,43.77442,11.2327,Private room,35,3,225,2021-10-04,4.10,1,140,2,
18186888,Flat studio Il Cestello degli Angeli Florence,123990805,Silvia,,Centro Storico,43.76991,11.24347,Entire home/apt,85,2,100,2020-01-04,1.90,2,50,4,
18190571,View of Palazzo Vecchio,117452769,Damiana,,Centro Storico,43.76914,11.2546,Entire home/apt,80,2,139,2020-02-16,2.64,4,18,1,
18194238,Dave-Large Beautiful Private Attic Room & Batroom.,122211467,Vanna,,Campo di Marte,43.7716,11.27156,Private room,65,3,80,2019-08-03,1.47,3,0,0,
18194611,"Winny Nice Attic Room, Aircon,  Wi-Fi , bathroom",122211467,Vanna,,Campo di Marte,43.7723,11.27348,Private room,60,2,89,2019-10-19,1.63,3,0,0,
18201837,CASA DEL PELLEGRINO HOME  IN FLORENCE,124201799,Alessandra,,Campo di Marte,43.78877,11.26461,Entire home/apt,65,2,0,,,1,172,0,
18205055,OLMO'S place,10950750,Olmo,,Campo di Marte,43.79365,11.27179,Entire home/apt,41,1,6,2017-06-13,0.11,1,0,0,
18205692,Sweet central flat near Duomo Cathedral,12693731,Fabio & Mirko,,Centro Storico,43.78122,11.2588,Entire home/apt,53,1,300,2021-10-06,5.57,3,342,8,
18210823,Eclettico appartamento nell'antico quartiere di Borgo Pinti,125721071,Giacomo,,Centro Storico,43.77275,11.26267,Entire home/apt,107,2,155,2021-10-13,2.92,1,287,17,
18212496,Hs4U Terrace Suite Apartment in Florence,14978885,Roberto,,Centro Storico,43.7701,11.26146,Entire home/apt,153,2,101,2019-09-29,1.85,4,0,0,
18216747,Nel centro di Firenze con stile. Appartamento con possibilità di garage,4263546,Chiara,,Centro Storico,43.7777,11.25123,Entire home/apt,89,2,203,2021-09-26,3.76,22,346,19,048017LTN0634
18218477,Luxury Pontevecchio Duplex 5 STARS APARTMENT- hosted by Sweetstay,76556384,Andrea,,Centro Storico,43.76683,11.25104,Entire home/apt,150,1,66,2019-11-02,1.30,52,315,2,
18222234,Santa Maria Novella Modern 2b,4156491,Apartments Florence,,Centro Storico,43.77453,11.24455,Entire home/apt,254,3,0,,,136,13,0,
18222238,"""Laundry 2"", cozy apartment near Santa Croce",1900611,Paola Caterina,,Campo di Marte,43.77191,11.27256,Entire home/apt,47,3,34,2021-09-28,0.66,4,8,13,
18225757,A casa di Carlo e Maria,123983738,Maria,,Rifredi,43.81422,11.2317,Entire home/apt,45,2,160,2020-01-08,2.94,1,111,0,
18235699,Artistic and bright room in Florence,55910661,Cristina,,Isolotto Legnaia,43.76685,11.2188,Private room,48,2,31,2018-07-23,0.57,1,0,0,
18244117,Piccolo Iris Florence Historic Center,126057867,Antonio,,Centro Storico,43.77014,11.24304,Entire home/apt,70,2,30,2019-06-19,0.58,2,152,0,048017LTN0291
18248632,Via de neri 3  Tra Santa Croce e Pzz. Signoria,58305907,Lorenzo,,Centro Storico,43.76835,11.25983,Entire home/apt,68,3,53,2019-06-07,1.00,1,350,2,
18250655,San Marco Apartment,120686784,Emilio,,Centro Storico,43.7771,11.25805,Entire home/apt,97,2,83,2020-07-30,1.68,6,265,3,
18266204,SANTA CROCE Adorable apartment in Florence,65454457,Guido,,Centro Storico,43.76867,11.26718,Entire home/apt,60,3,65,2019-06-03,1.21,1,162,0,
18281618,Renzo cozy apartment with garden and swimming pool,23030796,Alessandra,,Campo di Marte,43.77086,11.30078,Entire home/apt,80,30,3,2017-06-26,0.06,11,0,0,
18284258,Loft in villa antica immersa nel verde a pochi minuti dalla città,71119190,Lorenzo,,Campo di Marte,43.79887,11.28466,Entire home/apt,105,3,10,2019-09-10,0.19,2,19,0,
18285903,"Mamma Orsa-Private Attic Room-AirCon, WiFi,Parquet",122211467,Vanna,,Campo di Marte,43.77175,11.27361,Private room,40,3,73,2018-11-03,1.36,3,0,0,
18287279,Modern ancient flat Santa Croce,8951409,Viola,,Centro Storico,43.77232,11.26336,Entire home/apt,59,4,39,2018-08-12,0.74,1,200,0,
18289479,DESIGN loft in OLTRARNO,76196922,Valentina,,Centro Storico,43.76859,11.24067,Entire home/apt,86,2,77,2019-10-29,1.41,2,63,0,
18291658,Grey Suite Montebello,11046813,Elisabetta E Leonardo,,Centro Storico,43.77438,11.243,Entire home/apt,70,3,102,2020-01-06,1.93,2,228,0,
18301902,San Giuseppe Housing,126576914,San Giuseppe Housing,,Centro Storico,43.76734,11.26481,Private room,22,2,34,2019-09-20,0.62,1,107,0,
18303133,SunHouse,124240910,Gianni,,Campo di Marte,43.76818,11.2719,Private room,85,1,66,2019-06-27,1.28,2,353,22,
18306243,Studio della Condotta - Piazza della Signoria,21167241,Carlotta,,Centro Storico,43.76924,11.25653,Entire home/apt,75,3,29,2018-04-15,0.55,1,166,0,
18308008,Florence Garden Apartment,126627288,Beth Ann,,Centro Storico,43.76353,11.24441,Entire home/apt,45,1,107,2021-08-28,1.99,1,315,12,
18309668,Appartamento storico  alle pendici di settignano,126640667,Elena,,Campo di Marte,43.78055,11.30254,Entire home/apt,100,3,0,,,1,0,0,
18321781,Corso Italia 29 Florence flat,16378819,Leonardo,,Centro Storico,43.77408,11.24076,Entire home/apt,100,7,0,,,2,0,0,
18322189,Appartamento in zona centrale a Firenze,113486443,Caterina,,Campo di Marte,43.76995,11.27827,Entire home/apt,50,2,41,2019-08-06,0.79,1,349,8,
18322898,Moderno Monolocale in palazzo storico Santa Croce,4217608,Palazzo Dei Ciompi,,Centro Storico,43.77142,11.26552,Entire home/apt,105,1,23,2021-08-13,0.44,8,352,1,
18323487,"AMAZING ""TERME"" APARTMENT IN THE HEART OF FLORENCE",9617017,Tommaso,,Centro Storico,43.77012,11.25172,Entire home/apt,99,1,199,2021-10-04,3.73,1,337,19,
18327076,Lungarno - Near Ponte Vecchio,29851544,Dina,,Campo di Marte,43.76727,11.28066,Entire home/apt,69,2,83,2019-10-07,1.52,2,50,0,
18334442,Hot tub with bubbles up to 4 people - Pepi Dream,107337163,Gabriel,,Centro Storico,43.77268,11.26422,Entire home/apt,114,1,192,2021-10-01,4.03,4,55,26,
18334970,WelcHome in Italy: Dante's laurel city center,126866494,Jean,,Centro Storico,43.77451,11.25132,Hotel room,135,2,87,2019-07-03,1.68,2,218,0,
18340920,Near the  Dome in Florence Cavour Apartments,34504576,Vane,,Centro Storico,43.77655,11.25691,Entire home/apt,49,2,108,2019-04-18,2.01,1,260,0,
18344580,OPERA D'ARTE APARTMENT IN CITY CENTER,11687688,Eloisa,,Centro Storico,43.77892,11.243,Entire home/apt,100,3,41,2021-08-04,0.77,1,273,2,
18355283,La Terrazza big apartment near Davide Michelangelo,118956463,Max & Laura,,Centro Storico,43.78211,11.26174,Entire home/apt,330,1,140,2021-10-14,2.84,6,250,16,
18358522,Attic w/ 2 terraces - Superb Views -Ponte Vecchio,3169482,Seve,,Centro Storico,43.76722,11.252287,Entire home/apt,282,2,1,2019-06-16,0.04,2,363,0,
18362658,Comfortable apartment in a Luxury Villa,98196792,Francesca,,Gavinana Galluzzo,43.74659,11.2154,Entire home/apt,60,2,2,2017-08-03,0.04,2,111,0,
18385600,L'Ottomano full apartment near Accademia,118956463,Max & Laura,,Centro Storico,43.78211,11.26174,Entire home/apt,320,1,119,2021-10-15,2.23,6,262,7,
18388701,Lighty top-floor apt in the heart of Florence.,2439076,Edo & Rita,,Centro Storico,43.77073,11.26082,Entire home/apt,115,4,15,2019-04-21,0.28,6,130,0,
18408428,Italian Fantasy takes you away........,124595424,Alessandro E Daniela,,Campo di Marte,43.78438,11.26372,Entire home/apt,64,1,201,2021-10-10,3.77,1,290,13,
18421065,Fresco bilocale nel verde a 800 metri dalle mura,72868933,Giovanna,,Isolotto Legnaia,43.76453,11.23118,Entire home/apt,130,3,0,,,1,0,0,
18429555,Chiarina's cozy studio,13810879,Chiara,,Campo di Marte,43.77782,11.27054,Entire home/apt,38,2,87,2021-09-21,1.67,2,97,6,
18435751,Lemon tree,7671574,Usd,,Centro Storico,43.77692,11.25567,Entire home/apt,45,2,69,2021-09-30,1.41,1,167,19,
18441378,Duomo exclusive suite with terrace,19510811,Riccardo,,Centro Storico,43.77296,11.25524,Entire home/apt,173,3,174,2021-10-14,3.24,7,208,19,048017LTN0805
18444010,Large single room at 15 minutes from the centre,60749789,Dario,,Rifredi,43.79953,11.2432,Private room,37,3,2,2018-05-01,0.04,1,0,0,
18455952,Santo Spirito apartment,28858619,Lorenzo,,Centro Storico,43.76718,11.24558,Entire home/apt,92,1,452,2021-09-26,8.35,5,350,65,
18462859,Alla Bellariva - private apartment,128026064,Serena,,Campo di Marte,43.76816,11.28573,Entire home/apt,50,30,98,2018-12-30,1.80,1,292,0,
18474837,Dreamy Guelfa,23904874,Edoardo E Michela,,Centro Storico,43.77919,11.25093,Entire home/apt,86,1,67,2019-07-21,1.27,179,300,0,
18484127,"Sweet Home al Carmine,  San Frediano with  garden",24321628,Barbara,,Centro Storico,43.76795,11.24508,Entire home/apt,99,2,31,2019-09-19,0.59,14,91,0,048017LTN0338
18496231,Residenza Galleria dell'Accademia - Vasari,41985760,Residenze D'Epoca Collection,,Centro Storico,43.7761,11.2613,Private room,79,1,23,2019-07-02,0.46,35,334,7,
18505266,RESIDENZA CRISTINA - CAREGGI.,128427899,Cristina,,Rifredi,43.79822,11.24986,Entire home/apt,90,1,5,2018-11-11,0.11,2,5,0,
18513465,Residenza Galleria dell'Accademia - Bernini,41985760,Residenze D'Epoca Collection,,Centro Storico,43.7761,11.25933,Private room,84,1,3,2017-08-12,0.07,35,320,0,
18515862,Residenza Galleria dell'Accademia - Suite Medici,41985760,Residenze D'Epoca Collection,,Centro Storico,43.77589,11.2598,Entire home/apt,94,1,2,2019-09-01,0.07,35,313,0,
18515914,Santo Stefano in Pane Apartment,128519309,Cristina,,Rifredi,43.79966,11.24034,Entire home/apt,48,2,10,2021-05-31,0.23,1,293,2,
18515956,Close to The Duomo Nice 2BD Apt,35467334,Daniele,,Centro Storico,43.77505,11.26219,Entire home/apt,190,99,3,2018-10-19,0.08,15,0,0,
18516126,Una casa per due,105714146,Orsola,,Centro Storico,43.78043,11.25904,Entire home/apt,70,1,5,2017-10-20,0.10,4,74,0,
18520201,Pergola Fiorentina - Historical Center Apartment,128547100,Marco,,Centro Storico,43.77421,11.262,Entire home/apt,85,260,159,2020-02-22,3.25,4,56,2,
18521563,Bianca Firenze - Apartment Piazza della Libertà,128547100,Marco,,Campo di Marte,43.78479,11.26197,Entire home/apt,60,260,144,2019-10-23,2.77,4,118,3,
18523306,Lovely Curry Lounge in the city center,128579972,Costanza & Vittoria,,Centro Storico,43.77271,11.26858,Entire home/apt,89,2,184,2019-10-13,3.49,1,320,0,
18531730,Welcom to historic Florence,128499966,Firenze,,Rifredi,43.78429,11.25426,Entire home/apt,80,1,1,2017-05-21,0.02,1,0,0,
18534919,Casa Céline Centro Firenze + Garage,87076658,Celine,,Centro Storico,43.77951,11.2365,Entire home/apt,89,3,45,2021-08-25,1.05,1,264,11,
18537899,'Belle Arti' Stunning Apartment!!hosted by Sweetstay,76556384,Andrea,,Centro Storico,43.77743,11.26144,Entire home/apt,91,1,70,2020-02-27,1.41,52,346,0,
18542738,Borghetto 39 - Florence,44688583,Daniela,,Campo di Marte,43.82511,11.28555,Entire home/apt,220,3,44,2019-10-12,0.90,2,106,0,
18550043,camera con uso bagno e cucina,128776907,Fabio,,Gavinana Galluzzo,43.7517,11.24523,Private room,29,5,0,,,1,0,0,
18566451,Cozy Apartment in the heart of Florence,128897368,Chiara,,Centro Storico,43.77377,11.24462,Entire home/apt,34,2,100,2020-10-05,1.87,1,14,0,
18572863,Panoramic with terrace and parking,7439057,Rita E Gisella,,Campo di Marte,43.76625,11.27178,Entire home/apt,128,1,61,2021-10-11,1.18,35,326,8,
18574584,Ponte Vecchio exclusive suite,19510811,Riccardo,,Centro Storico,43.76907,11.25428,Entire home/apt,95,4,122,2019-12-01,2.33,7,0,8,048017LTN0809
18581419,"The Twins Boboli House, lussuoso loft ricco d'arte nel centro storico fiorentino",129005232,Silvia & Carla,,Centro Storico,43.7639,11.24558,Entire home/apt,166,2,151,2021-09-26,2.91,1,245,9,
18588962,The Dome Apartment,128392666,Gian Franco,,Centro Storico,43.77497,11.25304,Entire home/apt,136,3,84,2021-09-25,1.65,1,256,5,
18589876,"WelcHome in Italy: Mozart regal Duomo a/c,lift",114925919,Alessandro,,Centro Storico,43.77296,11.25395,Entire home/apt,329,2,44,2021-08-15,2.01,2,0,2,
18590450,San Giovanni lovely apartment in Oltrarno,2663839,Niccolò,,Centro Storico,43.76977,11.24065,Entire home/apt,67,2,79,2021-09-15,1.49,3,110,5,048017LTN0600
18592345,Quiet and bright double room in Florence,71084145,Caterina,,Campo di Marte,43.78184,11.26875,Private room,45,1,10,2017-06-06,0.19,1,0,0,
18605734,Firenze zona Novoli / university,116811174,Irene,,Rifredi,43.79295,11.23151,Private room,30,1,44,2019-06-10,0.85,1,132,5,
18612653,Florence Central Palace,35940083,Anisia,,Centro Storico,43.77714,11.25525,Entire home/apt,147,1,30,2019-08-16,0.58,24,67,0,
18614652,Home on Pitti view WIFIAIR CONDITION 048017LTN4826,35940083,Anisia,,Centro Storico,43.7657,11.2492,Entire home/apt,414,1,16,2019-10-09,0.37,24,85,0,
18615538,B&B Domo Florenzia . Camera Quadrupla,8770886,B&B Domo Florenzia,,Centro Storico,43.77415,11.24302,Private room,90,1,2,2018-02-08,0.04,3,0,0,
18620242,Grace Apartment in Florence,123917214,Graziella,,Rifredi,43.79072,11.25074,Entire home/apt,65,2,142,2021-09-01,2.79,1,351,26,
18623046,room with private bathroom in santa maria novella,129373922,Mario,,Centro Storico,43.77605,11.24665,Private room,90,1,3,2017-10-10,0.07,1,365,0,
18624939,B&B DOMO FLORENZIA . Camera Doppia,8770886,B&B Domo Florenzia,,Centro Storico,43.77641,11.24407,Private room,63,1,7,2018-05-23,0.13,3,0,0,
18625117,B&B DOMO FLORENZIA. Camera Tripla,8770886,B&B Domo Florenzia,,Centro Storico,43.77414,11.24353,Private room,80,1,0,,,3,0,0,
18627361,montebello street,88449139,Tiziana,,Centro Storico,43.77637,11.23986,Entire home/apt,100,1,2,2018-06-17,0.05,1,178,0,
18627787,Zannoni 1,380378,Officina 360,,Centro Storico,43.77669,11.25216,Entire home/apt,81,1,12,2019-08-18,0.36,26,340,0,
18630082,Traditional tuscan apartment near city centre,48300731,Nicole,,Isolotto Legnaia,43.77132,11.23873,Entire home/apt,140,6,0,,,2,0,0,
18643095,Medici Chapels Terrace View Apartment,643703,Tiziana,,Centro Storico,43.77488,11.25392,Entire home/apt,83,2,47,2021-09-01,1.11,3,340,17,
18643789,"Beauty, history and comfort by Ponte Vecchio",92288914,White River Srl,,Centro Storico,43.76725,11.24946,Entire home/apt,102,2,97,2021-10-03,1.96,22,362,13,
18644144,Appartamento ampio in zona centrale,99918085,Mariachiara,,Rifredi,43.78645,11.25413,Entire home/apt,150,6,0,,,1,177,0,
18647743,"Silence Room, Sant'Ambrogio",42147960,Alessandra,,Centro Storico,43.76989,11.26675,Private room,40,1,14,2018-05-07,0.30,1,0,0,
18648987,*Lovely Apartment in Villa*,129581940,Maria,,Campo di Marte,43.7805,11.32194,Entire home/apt,56,2,39,2018-05-07,0.73,1,0,12,
18649442,Arty and Bright Townhouse near the Famous Central Market with Garage.,4263546,Chiara,,Centro Storico,43.77762,11.25127,Entire home/apt,140,2,322,2021-10-13,6.12,22,306,52,048017LTN0559
18660301,Casa Pergola,129678337,Isabella,,Centro Storico,43.77599,11.26374,Entire home/apt,50,1,241,2021-07-17,4.62,1,290,7,
18663005,Mamo Florence - Fiesolana Apartment,26894194,Mamo,,Centro Storico,43.77227,11.26311,Entire home/apt,142,1,92,2021-06-17,1.71,52,319,18,
18664901,In the real heart of Florence!,101312425,MariaGaia,,Centro Storico,43.77177,11.25944,Private room,30,7,7,2021-09-19,0.27,2,274,5,
18667643,Leone San Frediano,21724107,Giovanni,,Centro Storico,43.76768,11.24121,Entire home/apt,65,4,41,2021-09-23,0.79,2,339,9,
18670300,Drom Gattolino Superior Double Room,112506304,Claudia,,Centro Storico,43.761627,11.242458,Hotel room,97,1,88,2021-07-29,2.33,5,320,31,
18671784,Petra Elegant,23904874,Edoardo E Michela,,Centro Storico,43.76767,11.24506,Entire home/apt,287,1,59,2019-12-28,1.11,179,281,0,
18672206,Giotto Elegant,23904874,Edoardo E Michela,,Centro Storico,43.77032,11.25516,Entire home/apt,109,1,41,2019-12-01,0.78,179,327,8,
18672480,Arnolfo Elegant,23904874,Edoardo E Michela,,Centro Storico,43.77032,11.25516,Entire home/apt,74,1,31,2019-10-29,0.63,179,329,8,
18681500,"Campo di Marte Residenza "" Le mattonelle """,129855763,Antonella,,Campo di Marte,43.77331,11.27839,Entire home/apt,33,2,44,2018-06-04,0.84,1,2,2,
18683941,Room with view in the heart of Florence,2439076,Edo & Rita,,Centro Storico,43.77072,11.2582,Private room,47,3,215,2021-09-17,4.04,6,190,34,
18684245,En-suite room in the heart of Florence,2439076,Edo & Rita,,Centro Storico,43.77068,11.25829,Private room,38,3,196,2021-10-05,3.67,6,143,29,
18688151,Bright and large bedroom near city centre,48300731,Nicole,,Isolotto Legnaia,43.77138,11.23926,Private room,52,2,8,2017-06-07,0.15,2,0,0,
18693961,Sancarlo alle Rose Apartment in Renaissance Villa,129959907,Ale,,Isolotto Legnaia,43.76495,11.21872,Entire home/apt,73,2,15,2018-07-21,0.28,1,0,0,
18695329,Frescoed studio with garden,7439057,Rita E Gisella,,Centro Storico,43.77494,11.26269,Entire home/apt,98,1,12,2019-09-27,0.23,35,179,2,
18698310,Lory Bedroom Apartment,72445924,Vasileios,,Campo di Marte,43.77707,11.29654,Private room,29,2,109,2021-08-22,2.07,2,79,3,
18699896,Guest room Feli,42575105,Egert,,Centro Storico,43.77893,11.25433,Private room,45,2,70,2019-07-25,1.33,3,164,2,
18706032,Mamo Florence - Mattonaia Apartment,26894194,Mamo,,Centro Storico,43.77418,11.26855,Entire home/apt,149,1,87,2021-10-07,1.62,52,337,31,
18712267,Wine Apartments Florence Pinot,63844698,WineApartmentsFlorence,,Centro Storico,43.77485,11.25702,Entire home/apt,103,1,7,2018-01-04,0.13,17,300,1,
18725634,Casa vacanze a Poggio Bustone,130226595,Sandro,,Centro Storico,43.77557,11.25429,Private room,25,2,0,,,1,0,0,
18729337,La Casa Rosa del Galluzzo,130255323,Gianni,,Gavinana Galluzzo,43.73292,11.23268,Entire home/apt,96,3,51,2018-10-10,0.97,1,0,0,
18730273,Niche of ancient Florence -P.zza Pitti Apartament,14623997,Nicco&Lisa,,Centro Storico,43.76659,11.25053,Entire home/apt,64,5,135,2020-02-14,2.52,1,138,0,
18732773,Ponte Vecchio Paradiso,33839628,Maurizio,,Centro Storico,43.76809,11.2514,Entire home/apt,146,2,220,2021-10-05,4.23,4,76,20,
18739684,Guest room Giulia,42575105,Egert,,Centro Storico,43.77699,11.25265,Private room,47,2,92,2019-05-20,1.73,3,348,3,
18740568,- Central Design House - Centro Storico Firenze,130371897,Alessandro,,Campo di Marte,43.76781,11.27144,Entire home/apt,65,2,330,2021-09-11,6.15,1,339,27,
18744391,Torta 1b near SANTA CROCE,4156491,Apartments Florence,,Centro Storico,43.76962,11.26037,Entire home/apt,212,3,0,,,136,0,0,
18745846,B&B Lorenzo&Lorenzo vol.2,6623347,Lorenzo E Lorenzo,,Centro Storico,43.76363,11.26034,Private room,45,1,14,2021-08-05,0.26,10,353,5,
18745974,Appartamento sui tetti di Firenze wi-fi free,130408343,Matteo,,Centro Storico,43.77112,11.26332,Entire home/apt,60,2,208,2021-07-28,3.91,1,327,5,
18747218,Florence Open Space,58760181,Eugenia,,Centro Storico,43.77999,11.25465,Entire home/apt,105,2,140,2020-03-03,2.68,2,42,0,
18752292,Residenza Convento European University Institute,33590555,Matteo,,Campo di Marte,43.80286,11.27691,Entire home/apt,72,2,5,2018-05-04,0.09,1,107,0,
18754038,Lory apartment attic,72445924,Vasileios,,Campo di Marte,43.77862,11.29675,Private room,20,2,103,2019-10-30,1.96,2,0,0,
18763257,Cozy double room with private bathroom,44121243,Paolo,,Campo di Marte,43.78774,11.27139,Private room,32,2,50,2019-09-20,0.95,1,177,1,
18764748,Romantic terrace in the heart of Florence,130565532,Giulia,,Centro Storico,43.7723,11.26523,Entire home/apt,135,3,140,2020-02-21,2.60,1,112,0,
18765708,The Window on the ancient Door,130573293,Gabriella,,Centro Storico,43.7705,11.2404,Entire home/apt,43,2,233,2021-10-04,4.37,1,77,22,048017LTN0343
18766315,Lovely apartment,7439057,Rita E Gisella,,Centro Storico,43.77423,11.26288,Entire home/apt,89,1,3,2017-07-02,0.06,35,283,0,
18766317,Central Florence Queen Room,112998992,Zein,,Centro Storico,43.77966,11.24444,Private room,25,2,108,2020-01-27,2.01,4,0,15,
18779397,Zannoni 2,380378,Officina 360,,Centro Storico,43.77671,11.2522,Entire home/apt,120,1,5,2020-07-05,0.09,26,111,0,
18784977,Porcellana Apartment,130737544,Roberta,,Centro Storico,43.77163,11.2463,Entire home/apt,237,2,52,2020-01-28,0.98,1,47,1,
18786628,M&B Florence 5 - Santa Maria Novella,14202055,M&B Florence,,Centro Storico,43.78114,11.24333,Private room,44,2,244,2021-09-28,4.56,7,78,32,
18787313,"""Il Ponte"" Apartment in Florence",79106844,Marina,,Centro Storico,43.78533,11.23929,Entire home/apt,70,2,120,2019-09-22,2.24,1,329,3,
18787577,Florence at your feet! (apt.3D),19037838,Gianfranco,,Centro Storico,43.76501,11.25746,Entire home/apt,154,14,13,2019-08-18,0.48,3,166,0,
18789888,Faenza,18639103,Tempio Srl,,Centro Storico,43.77726,11.25294,Entire home/apt,190,1,25,2019-06-28,0.48,4,292,0,
18802877,Firenze Tranquilla,29060083,Gherardo,,Campo di Marte,43.7939,11.27409,Entire home/apt,45,3,42,2018-06-15,0.80,1,0,0,
18807006,Cosy and chic apartment in the heart of Florence,34219348,Fiora,,Centro Storico,43.77236,11.26251,Entire home/apt,92,2,90,2020-01-08,1.82,1,291,0,
18819813,Santo Spirito Flat on top,5228552,Stefano,,Centro Storico,43.76552,11.24646,Entire home/apt,47,2,107,2019-11-22,2.31,25,332,3,
18825466,Cappelle Medici,18639103,Tempio Srl,,Centro Storico,43.77518,11.25221,Entire home/apt,190,1,9,2019-05-06,0.21,4,292,0,
18833138,Ponte alle Mosse,104665459,Paolo & Daniele,,Centro Storico,43.78464,11.23205,Entire home/apt,36,1,198,2021-09-20,3.74,2,224,27,
18834714,Charming apartment in the historic centre,6127679,Alessandro E Amanda,,Centro Storico,43.77119,11.24727,Entire home/apt,72,2,249,2021-10-10,4.67,3,210,32,
18835034,Best house in the heart of florence,42575105,Egert,,Centro Storico,43.77748,11.2538,Entire home/apt,82,2,97,2021-08-01,1.98,3,350,6,
18836053,Penthouse in the heart of Florence,160354,Gloria,,Centro Storico,43.77526,11.24429,Entire home/apt,83,2,129,2021-09-16,2.42,1,220,10,
18836849,LARGE ROOM PRIVATE BATH FOR WOMEN/COUPLE + KITCHEN,32190180,Lucia Claudia,,Rifredi,43.79231,11.24093,Private room,19,7,23,2019-04-22,0.76,4,111,5,
18838573,Pink Room,130306490,Teresa,,Rifredi,43.79582,11.21606,Private room,50,1,41,2018-07-13,0.77,1,330,2,
